time_elapsed,explained_variance,clip_range,value_loss,entropy,fps,total_timesteps,iterations,std,ep_reward_mean,policy_loss
6812.0,0.9595973268151284,0.1,16.125328,-0.53220457,60.0,409600.0,25.0,0.14213726,0.3664524570733858,0.093733795
7104.0,0.9558815471827984,0.1,16.417753,-0.5299981,59.0,425984.0,26.0,0.14245589,0.3666717519955486,0.013392776
7404.0,0.9562245905399324,0.1,21.380869,-0.5248415,59.0,442368.0,27.0,0.14319122,0.3668841604546679,0.008638011
7676.0,0.9557058103382589,0.1,20.99234,-0.5235218,59.0,458752.0,28.0,0.14338201,0.362560790860665,0.0013445001
7965.0,0.956871211528778,0.1,9.468532,-0.5218235,59.0,475136.0,29.0,0.14363644,0.3674601983499183,0.016836284
8213.0,0.958937343209982,0.1,14.097895,-0.517585,59.0,491520.0,30.0,0.14425285,0.3673087891860525,0.02006417
8497.0,0.9638232924044132,0.1,22.21689,-0.5146877,59.0,507904.0,31.0,0.14468692,0.3724407267964631,0.06193465
8800.0,0.9661330580711364,0.1,31.686169,-0.5125696,59.0,524288.0,32.0,0.14498982,0.3663413878171154,0.01525063
9028.0,0.955756887793541,0.1,13.372482,-0.50890625,59.0,540672.0,33.0,0.14551482,0.3656351715200071,0.025675785
9305.0,0.9609951749444008,0.1,17.928476,-0.5053296,59.0,557056.0,34.0,0.14602952,0.3692703131399455,0.02191981
9608.0,0.9684733934700488,0.1,15.1625805,-0.50553197,59.0,573440.0,35.0,0.14599673,0.3724040563730513,0.016469795
9908.0,0.9653575234115124,0.1,19.343716,-0.50013953,59.0,589824.0,36.0,0.14678574,0.3711599156395122,0.022024486
10156.0,0.960726123303175,0.1,22.089018,-0.497274,59.0,606208.0,37.0,0.14721707,0.372134237944799,0.010915111
10442.0,0.966492246836424,0.1,31.545572,-0.49338025,59.0,622592.0,38.0,0.14779313,0.3726628981512512,0.027888866
10749.0,0.9659577645361423,0.1,5.2470064,-0.49241954,59.0,638976.0,39.0,0.14793894,0.3726763094925737,0.016171228
11025.0,0.9641831927001476,0.1,14.343757,-0.49075985,59.0,655360.0,40.0,0.14819753,0.3747882023590161,0.016209379
11315.0,0.9642905741930008,0.1,4.1555886,-0.48687467,59.0,671744.0,41.0,0.14876392,0.3707903469655279,0.0015530372
11554.0,0.9636300392448902,0.1,22.662775,-0.48371458,59.0,688128.0,42.0,0.14923382,0.3697416161071554,0.024901215
11851.0,0.959972497075796,0.1,4.931279,-0.4820304,59.0,704512.0,43.0,0.14949897,0.3727802843179481,0.01649924
12138.0,0.9591134265065192,0.1,10.588898,-0.48129186,59.0,720896.0,44.0,0.14961183,0.3675521892040198,0.02995288
12426.0,0.9679686911404132,0.1,17.484531,-0.48113394,59.0,737280.0,45.0,0.14964207,0.3664372063394964,0.08736862
12722.0,0.9688742179423572,0.1,5.872733,-0.48070002,59.0,753664.0,46.0,0.14970191,0.3708374663928266,0.009755566
13012.0,0.967349238693714,0.1,11.578561,-0.4784193,59.0,770048.0,47.0,0.15003891,0.370483638766459,0.027719337
13313.0,0.963390465825796,0.1,14.940541,-0.47312826,59.0,786432.0,48.0,0.15082642,0.3699693005810843,0.013497807
13564.0,0.9710166398435832,0.1,6.6178536,-0.469376,59.0,802816.0,49.0,0.15139435,0.3611287193654202,0.019905899
13827.0,0.9648574106395243,0.1,17.020575,-0.46901885,59.0,819200.0,50.0,0.15143287,0.3617297183114275,0.021667294
14069.0,0.9682658091187476,0.1,16.406622,-0.46325907,59.0,835584.0,51.0,0.15230203,0.3633766164565126,0.02044357
14375.0,0.9645680859684944,0.1,21.250483,-0.45956343,59.0,851968.0,52.0,0.1528681,0.366974512140806,0.04615701
14663.0,0.9646876454353333,0.1,23.125658,-0.4561488,59.0,868352.0,53.0,0.153388,0.3686690296970875,0.013866288
14971.0,0.9664898179471492,0.1,11.646215,-0.45213494,59.0,884736.0,54.0,0.1540116,0.3710778109278651,0.02384261
15264.0,0.9619155302643776,0.1,16.530273,-0.4506011,59.0,901120.0,55.0,0.15424709,0.3754099694936627,0.013028014
15561.0,0.9672219268977642,0.1,28.875793,-0.4491892,58.0,917504.0,56.0,0.15446262,0.374006203941067,0.048951566
15842.0,0.958272285759449,0.1,33.94623,-0.44590408,58.0,933888.0,57.0,0.15495965,0.3787676800480511,0.033801343
16131.0,0.9738441929221152,0.1,15.809391,-0.44441852,58.0,950272.0,58.0,0.15519144,0.3779842543716064,0.016755551
16441.0,0.97240917570889,0.1,10.222206,-0.44181776,58.0,966656.0,59.0,0.1556118,0.3858873413684119,0.036481146
16731.0,0.9672901518642902,0.1,6.8167,-0.43778688,58.0,983040.0,60.0,0.15626253,0.3855687688357214,0.01747464
17033.0,0.9583552591502666,0.1,38.62833,-0.43269843,58.0,999424.0,61.0,0.15707019,0.3845941368708684,0.03542532
17318.0,0.9671098850667476,0.1,6.8715415,-0.42953557,58.0,1015808.0,62.0,0.15756747,0.3845061117323937,0.0024950344
17619.0,0.9691078886389732,0.1,26.96817,-0.42557478,58.0,1032192.0,63.0,0.15819485,0.3849173603818421,0.018868824
17899.0,0.963750321418047,0.1,19.152054,-0.42464924,58.0,1048576.0,64.0,0.1583492,0.384240388769194,0.0033628857
18197.0,0.9649161621928216,0.1,3.3029256,-0.42099303,58.0,1064960.0,65.0,0.15894951,0.3807018163499276,0.013920893
18475.0,0.970517659559846,0.1,22.675976,-0.41778126,58.0,1081344.0,66.0,0.15945232,0.3779894691929718,0.012347882
18778.0,0.966315906494856,0.1,18.342382,-0.41205007,58.0,1097728.0,67.0,0.16036274,0.3767840815063527,0.035877775
19053.0,0.96131357178092,0.1,13.888954,-0.4103383,58.0,1114112.0,68.0,0.16062382,0.3786253840661662,0.013673477
