time_elapsed,explained_variance,clip_range,value_loss,entropy,fps,total_timesteps,iterations,std,ep_reward_mean,policy_loss
120953.0,0.9654610641300678,0.1,14.458998,0.16912003,58.0,7028736.0,429.0,0.2871067,0.3712952832629903,0.0105075445
121261.0,0.9736982453614472,0.1,10.066043,0.17248711,57.0,7045120.0,430.0,0.28807953,0.3734964731595218,0.004242014
121566.0,0.959026675671339,0.1,22.73491,0.17487165,57.0,7061504.0,431.0,0.2887682,0.3738446767868054,-0.0013606418
121813.0,0.971627863124013,0.1,18.60329,0.1766921,57.0,7077888.0,432.0,0.28929266,0.3747644638259984,-0.0027575772
122082.0,0.9690083879977464,0.1,3.8433626,0.1738288,58.0,7094272.0,433.0,0.28838518,0.3778110733332845,0.010401926
122368.0,0.9747026674449444,0.1,8.242085,0.17676654,58.0,7110656.0,434.0,0.2892238,0.3731478268350194,0.0093681365
122660.0,0.9691170677542686,0.1,22.687786,0.18097489,57.0,7127040.0,435.0,0.29044604,0.3744472918423884,-0.0008640052
122969.0,0.9656903222203256,0.1,27.775782,0.18102725,57.0,7143424.0,436.0,0.29045242,0.3762255269937311,-0.0048918817
123290.0,0.9658442921936512,0.1,21.802036,0.18202384,57.0,7159808.0,437.0,0.29076117,0.3825489881525967,0.018933011
123540.0,0.9623062573373318,0.1,5.871299,0.18100324,57.0,7176192.0,438.0,0.29040244,0.3822073426604794,0.024344303
123809.0,0.9730671849101782,0.1,15.763767,0.18306038,57.0,7192576.0,439.0,0.29096726,0.384483873783468,0.015764767
124070.0,0.9688806142657996,0.1,5.299715,0.18425825,57.0,7208960.0,440.0,0.29133326,0.3823609732077196,0.025139477
124348.0,0.9723159428685904,0.1,13.4173155,0.18380876,57.0,7225344.0,441.0,0.29123086,0.3753147806100338,0.0083718095
124636.0,0.9675239212810992,0.1,16.319698,0.18473811,57.0,7241728.0,442.0,0.29148275,0.3724888696786651,0.014562404
124898.0,0.9735187198966742,0.1,15.205766,0.18941541,58.0,7258112.0,443.0,0.2928732,0.3645336549357646,0.009966997
125194.0,0.970567075535655,0.1,28.256952,0.19213331,58.0,7274496.0,444.0,0.29363987,0.3666933741554484,-0.0067000315
125458.0,0.9708112813532352,0.1,10.146785,0.1956536,58.0,7290880.0,445.0,0.2946527,0.3700162313389467,0.00640638
125746.0,0.9768552221357822,0.1,8.8758335,0.19856338,58.0,7307264.0,446.0,0.29548603,0.3666272795674263,0.015265034
125989.0,0.973485242575407,0.1,10.304604,0.19709365,58.0,7323648.0,447.0,0.2950161,0.3640906526022536,0.023624942
126276.0,0.9724413268268108,0.1,9.302933,0.19706854,58.0,7340032.0,448.0,0.2950079,0.3664943415666709,-0.00010105502
126574.0,0.97555810213089,0.1,10.46107,0.19646165,58.0,7356416.0,449.0,0.2948509,0.3689658332511313,0.02064187
126861.0,0.965239740908146,0.1,15.731408,0.19757979,58.0,7372800.0,450.0,0.29516125,0.3680038195863478,0.04661709
127114.0,0.977617835626006,0.1,11.070271,0.2001437,58.0,7389184.0,451.0,0.29592818,0.3686124745871703,0.02054208
127396.0,0.9706158749759196,0.1,24.662941,0.20357764,58.0,7405568.0,452.0,0.2969646,0.3758677731979887,0.00039999
127687.0,0.9706254750490187,0.1,19.847128,0.20583145,58.0,7421952.0,453.0,0.297685,0.3835083735209609,0.013253841
127979.0,0.9696107879281044,0.1,14.936729,0.20855145,58.0,7438336.0,454.0,0.29850048,0.3858481929201984,0.009260937
128223.0,0.9630097188055516,0.1,23.515484,0.21037182,58.0,7454720.0,455.0,0.29901746,0.3863380006987903,0.009276191
128511.0,0.9757942035794258,0.1,7.592657,0.21252894,58.0,7471104.0,456.0,0.29969826,0.3876264768915518,-0.0017735772
128803.0,0.9702121913433076,0.1,17.439112,0.2139862,58.0,7487488.0,457.0,0.30010742,0.3903736673502432,0.0069479607
129101.0,0.9653792567551136,0.1,22.219318,0.21341574,58.0,7503872.0,458.0,0.29999566,0.382125569125208,0.013721476
129367.0,0.9680624939501286,0.1,8.150057,0.21256587,58.0,7520256.0,459.0,0.29970345,0.3808514605841773,0.00897076
129674.0,0.9750531669706106,0.1,6.394374,0.21306992,58.0,7536640.0,460.0,0.299872,0.3820908318786997,0.011862669
129940.0,0.9649657011032104,0.1,14.721938,0.21334186,58.0,7553024.0,461.0,0.29995832,0.3832421805983566,0.0066699665
130236.0,0.9755999222397804,0.1,16.178827,0.21355431,58.0,7569408.0,462.0,0.30003607,0.3831372538911059,0.0050150524
130534.0,0.9646407179534436,0.1,15.433675,0.2140584,58.0,7585792.0,463.0,0.3002047,0.3813195827289061,0.005836555
130795.0,0.9725364483892918,0.1,12.750434,0.21612747,58.0,7602176.0,464.0,0.30083027,0.3769359745202502,9.2631206e-05
131084.0,0.964971862733364,0.1,7.085074,0.21552877,58.0,7618560.0,465.0,0.30065852,0.3737258427728006,0.006185591
131335.0,0.9810889381915332,0.1,5.027671,0.21505134,58.0,7634944.0,466.0,0.30055338,0.3715298616193679,0.0055050664
131589.0,0.9736481122672558,0.1,45.018787,0.21726938,58.0,7651328.0,467.0,0.30119842,0.3652889223994918,0.0018851161
131834.0,0.9706112612038852,0.1,13.279662,0.21890637,58.0,7667712.0,468.0,0.30165753,0.371615205777025,0.000109340996
132122.0,0.973119279369712,0.1,27.347765,0.22232564,58.0,7684096.0,469.0,0.3027311,0.3746385165657483,0.016827345
132382.0,0.9731223564594984,0.1,21.064344,0.22162285,58.0,7700480.0,470.0,0.30250254,0.374931204689898,0.014991191
132662.0,0.9676880091428756,0.1,26.106228,0.22256108,58.0,7716864.0,471.0,0.30277476,0.3791157556713071,0.012689003
132979.0,0.964631550014019,0.1,8.161759,0.22381334,58.0,7733248.0,472.0,0.30313498,0.3812025245806351,0.004754822
133233.0,0.9649447351694108,0.1,5.4264402,0.22799464,58.0,7749632.0,473.0,0.30440855,0.3782030833709643,0.011729412
133498.0,0.9696810469031334,0.1,3.0217316,0.22853866,58.0,7766016.0,474.0,0.30456662,0.3777657878905249,-0.0034206863
133756.0,0.9731307737529278,0.1,21.456911,0.2292215,58.0,7782400.0,475.0,0.3047878,0.3775571848173304,0.0016307347
134022.0,0.9675733037292956,0.1,16.543943,0.23084454,58.0,7798784.0,476.0,0.30531546,0.3762434551294579,0.0054631596
134338.0,0.973686320707202,0.1,23.0956,0.23100337,58.0,7815168.0,477.0,0.30537957,0.3808680796935427,0.0021580737
134614.0,0.9714322965592146,0.1,11.378019,0.23188686,58.0,7831552.0,478.0,0.30563465,0.3821743514383816,-0.0013150424
134894.0,0.9723508041352034,0.1,12.3210125,0.2338996,58.0,7847936.0,479.0,0.30624294,0.3738949359563866,0.0025611883
135196.0,0.97105860337615,0.1,23.895374,0.23388147,58.0,7864320.0,480.0,0.306239,0.3735877196366622,0.011101509
135501.0,0.969648450613022,0.1,10.047857,0.23908839,58.0,7880704.0,481.0,0.30786365,0.3764332514109861,-0.00017591583
135813.0,0.9661925695836544,0.1,21.447693,0.23864093,58.0,7897088.0,482.0,0.30776435,0.3759853423052107,0.0097651575
136090.0,0.9712544977664948,0.1,10.339734,0.24269624,58.0,7913472.0,483.0,0.30904263,0.3811474279127675,0.016510865
136364.0,0.9680506177246572,0.1,10.181209,0.24364194,58.0,7929856.0,484.0,0.30930847,0.3848905115813089,-0.0022949819
136663.0,0.9713676441460848,0.1,15.264417,0.24392438,58.0,7946240.0,485.0,0.30947366,0.3899244876371688,0.00899997
136960.0,0.9705529231578112,0.1,17.38208,0.24558143,58.0,7962624.0,486.0,0.30995965,0.394720455372504,0.009707675
137285.0,0.9624840766191484,0.1,9.321851,0.24637902,58.0,7979008.0,487.0,0.31024736,0.3960070618066301,0.0056508537
137582.0,0.9645080789923668,0.1,7.1357284,0.24498701,58.0,7995392.0,488.0,0.3098603,0.3966598579836259,0.0089067295
137870.0,0.967184331268072,0.1,37.886967,0.24559262,58.0,8011776.0,489.0,0.31010294,0.4026908977880051,0.007426638
138168.0,0.9755675867199898,0.1,22.523746,0.24672718,58.0,8028160.0,490.0,0.31049246,0.3947622460211236,0.006284287
138496.0,0.969989862293005,0.1,7.302348,0.248324,57.0,8044544.0,491.0,0.311063,0.3940844708862977,-0.0015995353
138757.0,0.9599606096744536,0.1,11.1832075,0.25244692,57.0,8060928.0,492.0,0.3123488,0.3904383443247422,0.013657238
139062.0,0.978786025196314,0.1,12.230872,0.25287274,57.0,8077312.0,493.0,0.3124171,0.3912155358599301,0.003115872
139360.0,0.9667954631149768,0.1,15.334054,0.25247422,57.0,8093696.0,494.0,0.31232333,0.391279451860191,0.008779125
139629.0,0.9634738713502884,0.1,23.836145,0.25404245,57.0,8110080.0,495.0,0.31285357,0.3896067133663491,0.010450644
139882.0,0.9699309710413218,0.1,21.855907,0.25617224,58.0,8126464.0,496.0,0.31355038,0.3889012188826917,0.0047205146
140169.0,0.9731481373310088,0.1,16.514029,0.25496253,57.0,8142848.0,497.0,0.3131581,0.3889984310262464,0.012742738
140453.0,0.964300874620676,0.1,18.913176,0.2546985,57.0,8159232.0,498.0,0.31310403,0.3886725194561241,0.007929765
140759.0,0.9717072527855636,0.1,18.476639,0.25560182,57.0,8175616.0,499.0,0.31331405,0.3874284550440284,0.03257332
141018.0,0.965126171708107,0.1,33.739624,0.25397736,57.0,8192000.0,500.0,0.3128252,0.3919914324649126,0.015441965
141279.0,0.972935363650322,0.1,15.849002,0.2555779,58.0,8208384.0,501.0,0.31332546,0.3874066098578052,0.0066159638
141570.0,0.9752574469894172,0.1,17.364704,0.25712734,58.0,8224768.0,502.0,0.313804,0.3923175559602933,-0.0032246672
141874.0,0.9657264314591884,0.1,29.776588,0.25914088,57.0,8241152.0,503.0,0.31442946,0.3911270716442221,0.0031942278
142150.0,0.9683584794402122,0.1,14.42428,0.26112548,57.0,8257536.0,504.0,0.31505972,0.3910145986084778,0.01403838
142422.0,0.9737572893500328,0.1,23.534391,0.2587606,58.0,8273920.0,505.0,0.31427845,0.3942664000062358,0.006777337
142676.0,0.9740069173276424,0.1,7.703426,0.25948754,58.0,8290304.0,506.0,0.31450376,0.3921571566671611,0.01653849
142939.0,0.9788381811231376,0.1,17.004045,0.25943297,58.0,8306688.0,507.0,0.31444564,0.3892697669093046,-0.003182671
143237.0,0.9744930788874626,0.1,7.5044913,0.258936,58.0,8323072.0,508.0,0.31427407,0.3899943842014003,-0.0021204986
143548.0,0.9728963673114776,0.1,6.7096095,0.25632244,58.0,8339456.0,509.0,0.3134956,0.3926389984919485,0.010483361
143840.0,0.9680251218378544,0.1,9.647902,0.25640067,57.0,8355840.0,510.0,0.31347054,0.3924434775858096,0.00094979105
144094.0,0.9764560796320438,0.1,10.904972,0.2558422,58.0,8372224.0,511.0,0.3133648,0.391950368382123,0.019547714
144394.0,0.9725683145225048,0.1,43.89457,0.25768906,58.0,8388608.0,512.0,0.31396845,0.3899981258741988,0.009861333
144665.0,0.9722455982118844,0.1,14.603881,0.25652352,58.0,8404992.0,513.0,0.31357968,0.3873871059672026,0.012293801
144946.0,0.9755343738943338,0.1,8.987639,0.2602001,58.0,8421376.0,514.0,0.31468672,0.3896570418700874,0.0092777535
145203.0,0.9701009653508664,0.1,12.373715,0.26138037,58.0,8437760.0,515.0,0.31504253,0.3861955212383115,-0.0019290643
145475.0,0.974703598767519,0.1,13.156891,0.25993428,58.0,8454144.0,516.0,0.31464824,0.3836474421800072,0.0055603385
145765.0,0.9739456754177808,0.1,10.402278,0.2609652,58.0,8470528.0,517.0,0.31495333,0.385147897069987,0.004518032
146025.0,0.9725462757050992,0.1,22.430332,0.26375479,58.0,8486912.0,518.0,0.31582958,0.3837330542265231,0.013540108
146295.0,0.9802141450345516,0.1,6.351098,0.26323897,58.0,8503296.0,519.0,0.3156391,0.3814297592078263,0.00045061484
146583.0,0.9693740736693144,0.1,6.8470225,0.26157364,58.0,8519680.0,520.0,0.3151439,0.3848839249881094,0.01955746
146906.0,0.9679622016847134,0.1,9.076787,0.26108566,58.0,8536064.0,521.0,0.31497717,0.3885492003642347,0.011268056
147173.0,0.9706450942903756,0.1,14.773348,0.2600781,58.0,8552448.0,522.0,0.3146419,0.3847333329505637,-0.0014367364
147480.0,0.9822530690580606,0.1,4.372204,0.2599542,58.0,8568832.0,523.0,0.31457314,0.3861272179147142,0.018742146
147741.0,0.97206387296319,0.1,16.387186,0.26098663,58.0,8585216.0,524.0,0.31491917,0.3837895582040834,0.0003490625
148042.0,0.9693082291632892,0.1,7.99348,0.26076442,58.0,8601600.0,525.0,0.31488147,0.3843811229100439,0.024482056
148329.0,0.9703011699020864,0.1,15.673268,0.26496416,58.0,8617984.0,526.0,0.31625018,0.3904442754340543,0.01634939
148597.0,0.9703970830887556,0.1,9.230054,0.26489735,58.0,8634368.0,527.0,0.3161956,0.3882435159724205,-0.00029797107
148894.0,0.9707953352481128,0.1,7.8616147,0.26825994,58.0,8650752.0,528.0,0.31726083,0.3913024756228006,-0.0040853135
149139.0,0.969329034909606,0.1,18.261492,0.27091116,58.0,8667136.0,529.0,0.31809455,0.3900563058988101,0.007592788
149424.0,0.9711645096540452,0.1,17.793087,0.27472463,58.0,8683520.0,530.0,0.3192993,0.3914595090945268,0.013489638
149706.0,0.9718047678470612,0.1,8.871434,0.2749508,58.0,8699904.0,531.0,0.31932065,0.3920262465607892,-0.0065255314
149982.0,0.9767663422971964,0.1,2.9570918,0.27760226,58.0,8716288.0,532.0,0.32018346,0.3976135490126381,0.017799793
150280.0,0.965349867939949,0.1,22.839333,0.28008252,58.0,8732672.0,533.0,0.32095295,0.396292271370778,-0.003990851
150592.0,0.970775306224823,0.1,14.038088,0.28160086,58.0,8749056.0,534.0,0.32144532,0.3960261402344655,0.0091686025
150833.0,0.9739788006991148,0.1,6.208515,0.2822093,58.0,8765440.0,535.0,0.32171673,0.3968912255335843,0.010206633
151074.0,0.9739542435854672,0.1,5.333958,0.28268903,58.0,8781824.0,536.0,0.3218588,0.3969949552213911,0.007120125
151385.0,0.969278909265995,0.1,18.121946,0.28324014,58.0,8798208.0,537.0,0.32205,0.3988376146370184,0.010903539
151660.0,0.973566895350814,0.1,5.7327623,0.284658,58.0,8814592.0,538.0,0.32251066,0.397447260038873,0.002296378
151917.0,0.9733762834221124,0.1,8.285885,0.28532547,58.0,8830976.0,539.0,0.32275406,0.3980749717703201,0.00038447138
152170.0,0.9665983989834784,0.1,22.907143,0.28193673,58.0,8847360.0,540.0,0.3217088,0.3965279240597684,0.0013517477
152474.0,0.9754171874374152,0.1,5.3212867,0.28527164,58.0,8863744.0,541.0,0.32270136,0.399492521600261,0.007101655
152792.0,0.9640522971749306,0.1,7.9998593,0.28833666,58.0,8880128.0,542.0,0.32365486,0.3991123700015445,0.0118545145
153093.0,0.9711018074303864,0.1,10.942395,0.2872718,58.0,8896512.0,543.0,0.3232819,0.400091772753734,0.009244887
153346.0,0.9667591825127602,0.1,21.249979,0.28792474,58.0,8912896.0,544.0,0.323452,0.3976115622516576,0.0028781872
153583.0,0.9691420644521712,0.1,11.988525,0.28815484,58.0,8929280.0,545.0,0.3235411,0.3970742113538331,-0.0046355953
153893.0,0.972405206412077,0.1,32.45958,0.28991967,58.0,8945664.0,546.0,0.32411942,0.3958973127490011,-0.0022498295
154204.0,0.9659066423773766,0.1,19.283318,0.28905502,58.0,8962048.0,547.0,0.3238183,0.3993769838526637,0.014852602
154519.0,0.9675075970590116,0.1,26.481647,0.29148102,58.0,8978432.0,548.0,0.32465535,0.3965050842392005,0.0019221611
154801.0,0.9691736064851284,0.1,8.330556,0.29244152,58.0,8994816.0,549.0,0.32490692,0.3985241279331292,0.0034741121
155044.0,0.9682420901954174,0.1,23.908222,0.29322606,58.0,9011200.0,550.0,0.3251909,0.3944016700106013,0.0044632517
155336.0,0.9700263030827044,0.1,24.442482,0.29215604,58.0,9027584.0,551.0,0.32477674,0.3921112262846455,0.004194814
155612.0,0.964923955500126,0.1,30.332468,0.2923146,58.0,9043968.0,552.0,0.32485902,0.3878205661042456,0.010471364
155910.0,0.9760486762970686,0.1,14.65666,0.29149333,58.0,9060352.0,553.0,0.3246696,0.3884371092944741,0.0058900723
156194.0,0.976626494899392,0.1,8.010039,0.2956484,58.0,9076736.0,554.0,0.32602376,0.3912429932285421,0.0030078702
156488.0,0.9772797971963882,0.1,10.958826,0.29637784,58.0,9093120.0,555.0,0.32626864,0.3913659493815364,0.0049953545
156778.0,0.9781839363276958,0.1,19.00616,0.29660353,58.0,9109504.0,556.0,0.32636455,0.3948184846373295,-0.00018453598
157029.0,0.9771708026528358,0.1,6.170343,0.29970676,58.0,9125888.0,557.0,0.32736027,0.3871319802537288,0.01320954
157286.0,0.97829494997859,0.1,19.71539,0.30110502,58.0,9142272.0,558.0,0.3277587,0.3888827767464304,0.004085742
157534.0,0.976907592266798,0.1,8.976131,0.30121,58.0,9158656.0,559.0,0.32776287,0.3883760224594239,0.014987217
157782.0,0.9834325090050696,0.1,2.5388134,0.30166262,58.0,9175040.0,560.0,0.3279234,0.3915534900187835,-0.00072852103
158040.0,0.9795600939542056,0.1,6.6661053,0.30177075,58.0,9191424.0,561.0,0.32798383,0.3874401854336425,0.0038265623
158347.0,0.9628625698387624,0.1,8.766406,0.30150145,58.0,9207808.0,562.0,0.327964,0.3887552050097206,0.020846471
158652.0,0.9645679593086244,0.1,12.0588455,0.30392155,58.0,9224192.0,563.0,0.3288166,0.3870534616873841,0.010063671
158945.0,0.9697991348803044,0.1,12.190799,0.30671597,58.0,9240576.0,564.0,0.32978636,0.3864482374686029,0.010757115
159244.0,0.9713059533387424,0.1,12.022177,0.30856228,58.0,9256960.0,565.0,0.33034134,0.3858673980154388,0.010153002
159508.0,0.9751992244273424,0.1,12.633466,0.30775222,58.0,9273344.0,566.0,0.33007422,0.376255112576939,-0.0021805651
159769.0,0.968186680227518,0.1,4.7481284,0.31021243,58.0,9289728.0,567.0,0.33076933,0.3828744188417111,0.0036419332
160024.0,0.9718290995806456,0.1,10.295681,0.3129027,58.0,9306112.0,568.0,0.3316262,0.3813771945534484,0.015685925
160300.0,0.9756544772535564,0.1,9.6180725,0.318134,58.0,9322496.0,569.0,0.33336678,0.3821080734065403,-0.003920445
160585.0,0.9731643088161944,0.1,12.856451,0.3206977,58.0,9338880.0,570.0,0.33421463,0.3818594215705345,0.0041951034
160879.0,0.9698817525058984,0.1,6.0944357,0.31676435,58.0,9355264.0,571.0,0.33294708,0.3854016485287383,0.006827548
161157.0,0.9723185263574124,0.1,10.148682,0.31720537,58.0,9371648.0,572.0,0.33309737,0.3868424555904478,0.0016551884
161422.0,0.9727892018854618,0.1,7.775936,0.31764576,58.0,9388032.0,573.0,0.3332445,0.3920107053807274,0.0066146106
161696.0,0.976998757570982,0.1,15.39834,0.3163148,58.0,9404416.0,574.0,0.33288878,0.3923949509836649,0.020030944
161992.0,0.9694650154560804,0.1,7.1780148,0.3142305,58.0,9420800.0,575.0,0.33216697,0.3952266656247057,0.0033154543
162288.0,0.9703706055879592,0.1,26.111752,0.31409663,58.0,9437184.0,576.0,0.33216026,0.4008707400634019,0.008045789
162575.0,0.973749877884984,0.1,9.136515,0.31392175,58.0,9453568.0,577.0,0.3320536,0.4009581814391288,0.0016655652
162857.0,0.9718171413987876,0.1,12.566366,0.31484142,58.0,9469952.0,578.0,0.33231878,0.4056569170878174,0.007550016
163137.0,0.970107501372695,0.1,20.58044,0.31205457,58.0,9486336.0,579.0,0.3314283,0.4055681094223337,0.0007022491
163432.0,0.9685480073094368,0.1,7.5892625,0.313064,58.0,9502720.0,580.0,0.33178717,0.4116945558102561,0.013623754
163690.0,0.9600173979997636,0.1,14.083381,0.3152233,58.0,9519104.0,581.0,0.33249035,0.4108413578807273,0.003526295
163985.0,0.9730324912816286,0.1,6.3529367,0.3168539,58.0,9535488.0,582.0,0.33303604,0.4109628449199715,0.011349402
164238.0,0.9672104381024836,0.1,9.139148,0.31638512,58.0,9551872.0,583.0,0.33290297,0.4074145771859926,0.01897954
164529.0,0.9741847105324268,0.1,27.659462,0.31609598,58.0,9568256.0,584.0,0.33283252,0.405054975523278,0.010098374
164806.0,0.9711697176098824,0.1,7.863084,0.31628722,58.0,9584640.0,585.0,0.33288673,0.405506865491674,0.011929886
165082.0,0.9697184972465038,0.1,5.1891026,0.31885538,58.0,9601024.0,586.0,0.33379024,0.4065706673279458,-0.0016752528
165348.0,0.968183372169733,0.1,10.335763,0.31917697,58.0,9617408.0,587.0,0.33389425,0.4044173109176722,-0.009176384
165643.0,0.9751017056405544,0.1,9.578244,0.3187905,58.0,9633792.0,588.0,0.33369702,0.4044248930684526,0.01818284
165944.0,0.9687804747372866,0.1,10.053583,0.3199027,58.0,9650176.0,589.0,0.33404738,0.4057168922990012,0.00795784
166202.0,0.9684183336794376,0.1,16.502975,0.31944928,58.0,9666560.0,590.0,0.33393133,0.4012935738376011,0.010948509
166513.0,0.9743793476372956,0.1,6.98939,0.32029438,58.0,9682944.0,591.0,0.334195,0.4052591599665652,0.0031923894
166766.0,0.9643835723400116,0.1,21.624868,0.32120028,58.0,9699328.0,592.0,0.3344558,0.4021930784339555,-0.003731735
167027.0,0.9759768806397916,0.1,13.550751,0.32237077,58.0,9715712.0,593.0,0.33484426,0.4006099954173791,0.009184736
167311.0,0.973454650491476,0.1,6.642506,0.32295227,58.0,9732096.0,594.0,0.3349945,0.4024972449230227,-0.005293928
167612.0,0.974035806953907,0.1,11.5257435,0.32271013,58.0,9748480.0,595.0,0.33490878,0.4012651848216841,0.009233817
167903.0,0.9759642798453568,0.1,10.026436,0.32542342,58.0,9764864.0,596.0,0.3358221,0.4026172111260254,0.014206883
168168.0,0.9676712043583392,0.1,20.673994,0.324966,58.0,9781248.0,597.0,0.33567184,0.4028377498366436,0.009269606
168481.0,0.9672462679445744,0.1,21.776642,0.32736692,58.0,9797632.0,598.0,0.3364305,0.4025670321305553,0.0032478857
168766.0,0.9670271463692188,0.1,8.450847,0.3304711,58.0,9814016.0,599.0,0.3374589,0.4018448111722306,-0.0016314392
169054.0,0.9721196927130222,0.1,8.227449,0.33036238,58.0,9830400.0,600.0,0.33740798,0.3981739056392049,0.007918492
169364.0,0.96953197568655,0.1,13.0857525,0.3322131,58.0,9846784.0,601.0,0.3380275,0.3950106470225365,-0.0018498092
169653.0,0.9675238393247128,0.1,29.079466,0.33569413,58.0,9863168.0,602.0,0.3391988,0.4014591196247092,0.017163863
169911.0,0.9692827556282282,0.1,15.849821,0.33592096,58.0,9879552.0,603.0,0.33921322,0.4026129378486986,0.006979676
170162.0,0.9713949635624886,0.1,8.894632,0.34071934,58.0,9895936.0,604.0,0.3408607,0.3990915993978511,0.0007689297
170420.0,0.9660418331623076,0.1,12.400251,0.34054404,58.0,9912320.0,605.0,0.3407944,0.3996418520848601,0.0074172257
170713.0,0.9748637899756432,0.1,4.5598097,0.34185854,58.0,9928704.0,606.0,0.34127498,0.3968322195459856,0.005013748
171008.0,0.9684199765324591,0.1,16.954807,0.34384316,58.0,9945088.0,607.0,0.34196037,0.393732233242419,0.016675219
171279.0,0.9617709815502168,0.1,29.291151,0.34378266,58.0,9961472.0,608.0,0.34193474,0.3917914608007197,0.003315324
171589.0,0.9647593609988688,0.1,33.773396,0.34709054,58.0,9977856.0,609.0,0.34308338,0.3903755720749965,0.0033800108
171865.0,0.9626786708831788,0.1,16.615108,0.3465272,58.0,9994240.0,610.0,0.34280637,0.3934132211111346,0.0011274545
172124.0,0.9707264229655266,0.1,12.831431,0.34685022,58.0,10010624.0,611.0,0.34292203,0.3949686566322151,0.008394856
172421.0,0.9787375498563052,0.1,4.9325113,0.34916288,58.0,10027008.0,612.0,0.3436822,0.393234483813888,-0.0025263578
172715.0,0.9737345986068248,0.1,15.057867,0.3490727,58.0,10043392.0,613.0,0.34363008,0.3920830020391251,0.003931366
172989.0,0.9678220823407172,0.1,11.849763,0.34922153,58.0,10059776.0,614.0,0.34367812,0.3974107543633584,0.009411306
173274.0,0.974631829187274,0.1,2.9935942,0.35180464,58.0,10076160.0,615.0,0.34459683,0.3972900197294408,0.00022818893
173524.0,0.975235901772976,0.1,10.121239,0.35175857,58.0,10092544.0,616.0,0.34452304,0.3969553462609172,0.01196311
173789.0,0.9711021594703196,0.1,11.12529,0.3529125,58.0,10108928.0,617.0,0.34494197,0.399172364847461,0.008771716
174083.0,0.978458482772112,0.1,4.0462313,0.35288566,58.0,10125312.0,618.0,0.34498778,0.4012821724245369,0.002882773
174378.0,0.97516948916018,0.1,12.426657,0.35568014,58.0,10141696.0,619.0,0.3459292,0.4036488218935286,0.011576492
174636.0,0.9692915845662357,0.1,4.262993,0.3598679,58.0,10158080.0,620.0,0.3474101,0.4025304392705361,0.013513161
174898.0,0.9731671512126924,0.1,3.7182631,0.3608865,58.0,10174464.0,621.0,0.34774733,0.4010167890618488,0.010665901
175173.0,0.9770472627133132,0.1,7.5703454,0.36208043,58.0,10190848.0,622.0,0.3481582,0.3964415439971452,-0.0033414382
175463.0,0.9677727296948432,0.1,17.919966,0.36424232,58.0,10207232.0,623.0,0.34887904,0.3977498033209071,0.0059843687
175727.0,0.9603682048618792,0.1,7.5299616,0.3649497,58.0,10223616.0,624.0,0.34906024,0.3955841530006366,-0.002357618
175982.0,0.9597953334450722,0.1,18.20413,0.36520067,58.0,10240000.0,625.0,0.34913495,0.3943083034328364,0.003913624
176231.0,0.96805265173316,0.1,9.222808,0.36523953,58.0,10256384.0,626.0,0.34918168,0.3961310405113364,0.021020252
176485.0,0.975271938368678,0.1,8.288642,0.36456236,58.0,10272768.0,627.0,0.34892124,0.3958510145470204,-0.0013634004
176764.0,0.9724920894950628,0.1,6.470034,0.36674866,58.0,10289152.0,628.0,0.34968513,0.3936340984187655,0.039913557
177056.0,0.9617025181651117,0.1,8.996184,0.3693294,58.0,10305536.0,629.0,0.35065782,0.3915088184944729,0.012416483
177349.0,0.9687891658395528,0.1,14.792644,0.3698131,58.0,10321920.0,630.0,0.3507866,0.3952768278377735,0.010862583
177594.0,0.9700568336993456,0.1,20.935755,0.36981425,58.0,10338304.0,631.0,0.35074705,0.3959279155098231,-0.0011443887
177883.0,0.9767767824232578,0.1,12.076248,0.36818084,58.0,10354688.0,632.0,0.35013682,0.3980737792004643,0.014129105
178162.0,0.9746921788901092,0.1,10.700388,0.36864948,58.0,10371072.0,633.0,0.35028878,0.3999604065509842,0.008187329
178443.0,0.9727568477392196,0.1,10.483167,0.3723289,58.0,10387456.0,634.0,0.35155308,0.4032968368603248,-0.0005430868
178700.0,0.9719723239541054,0.1,22.491707,0.37467661,58.0,10403840.0,635.0,0.3524082,0.4055450316141124,-0.0066438094
178994.0,0.953333966434002,0.1,26.674154,0.37515682,58.0,10420224.0,636.0,0.3525285,0.4071159562022545,0.0109167
179275.0,0.965512327849865,0.1,22.76993,0.37489557,58.0,10436608.0,637.0,0.3524346,0.4089063509787999,-0.004438258
179572.0,0.9741795398294926,0.1,19.156242,0.37517858,58.0,10452992.0,638.0,0.35251814,0.4096194252954931,0.0014137607
179829.0,0.9728121235966682,0.1,20.61627,0.3723175,58.0,10469376.0,639.0,0.35150728,0.4104194446929725,0.0011341039
180113.0,0.9741647578775884,0.1,4.224464,0.37232718,58.0,10485760.0,640.0,0.35143858,0.4104539261539678,0.0013066716
180417.0,0.9630498625338078,0.1,29.766521,0.37293944,58.0,10502144.0,641.0,0.35162437,0.4105862583107364,0.0039706454
180665.0,0.9696302749216557,0.1,12.467513,0.3747054,58.0,10518528.0,642.0,0.3522139,0.410859672009669,-0.004833093
180977.0,0.9762233775109052,0.1,14.425407,0.37721,58.0,10534912.0,643.0,0.35309666,0.4090160088295841,0.0030615954
181239.0,0.968340341001749,0.1,15.428006,0.37951922,58.0,10551296.0,644.0,0.35394007,0.4059525307903232,0.004553551
